x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,label
1044.03981,264.1615895,1043.830756,245.7375457,1024.545394,247.3543742,1059.728556,249.442179,1012.657713,255.3259277,1100.436068,313.5648913,999.393022,321.3776793,1132.633963,393.8558984,972.0179333,400.1276561,1108.661577,460.1610533,967.1110639,444.0984555,1095.417952,515.578529,1037.393153,503.0422451,1089.526512,680.6143913,1013.397787,681.6500344,1081.177095,809.440025,1011.681661,812.754006,j
1039.961371,250.262659,1053.941737,237.3284663,1035.374835,234.2006116,1065.709861,236.8830818,1017.881281,242.1615137,1099.634715,302.3481428,999.0699192,310.5858829,1128.030086,384.8219056,996.7309072,398.7036673,1116.205982,445.8865125,991.2996213,461.0234337,1093.598465,502.7175713,1020.029283,504.5074024,1095.713377,673.507051,1029.968689,673.9007438,1082.209198,798.0806622,1022.689549,800.1558029,j
1028.008485,336.910607,1036.8315,325.494291,1016.617807,325.2989167,1059.380951,328.7995798,1005.628287,326.926304,1091.483988,395.3535087,988.0871713,384.4788001,1144.288038,478.9452092,939.1639371,476.4663601,1122.050292,550.1555067,943.1832161,548.9091872,1076.18829,595.0860085,988.965504,600.9700885,1067.599342,729.6006294,1035.888867,727.4009877,1066.912717,869.6132877,1033.984705,870.0162604,j
1045.240398,280.8749562,1044.844299,267.3425893,1028.342791,263.1483893,1061.431005,276.4086896,1007.340644,273.7866799,1089.152709,352.2210385,991.8079706,352.0005745,1119.60225,444.5171401,964.3280335,452.9402891,1124.271511,536.9794021,983.4862634,529.9388866,1078.862879,553.2469949,1026.29828,541.9763434,1072.518021,721.2740436,1016.439621,723.4332703,1072.01942,852.3310169,1035.661438,854.2491286,j
1065.400283,283.9830548,1068.368542,269.9172855,1051.932924,272.9062276,1080.860992,273.5575095,1037.168553,279.5026448,1114.793986,346.1130639,1012.901553,343.6682925,1145.023267,432.9909287,975.7899398,441.2583971,1143.864836,517.1933108,960.8355683,489.4747034,1099.052356,553.3940599,1016.616503,556.8096378,1094.085753,727.5492817,1020.317752,728.5214008,1085.217098,847.2227306,1019.478434,850.2640697,j
1075.036504,311.1523663,1085.322686,303.6697854,1067.38714,303.6491464,1104.207318,303.2727239,1039.810423,305.2025091,1115.906804,376.8619475,1034.822687,360.7819031,1149.515443,460.1249594,980.8009896,453.7545135,1149.580107,516.4584523,986.6295912,517.1438527,1095.588597,571.7005546,1018.302046,577.1269778,1099.301258,722.7195366,1024.69351,727.0016895,1100.788723,844.7439848,1010.215798,846.9060187,j
1066.114825,318.1957586,1074.658016,311.3132658,1058.654152,309.4392828,1093.463043,311.6784508,1036.099099,310.2145849,1112.888574,378.7599924,1027.238245,366.77528,1140.918114,442.911029,959.5618447,453.4910874,1124.053338,465.132926,968.0713095,529.9860198,1088.966272,573.9551886,1053.634216,568.3373347,1083.798567,729.0086822,1020.363945,730.9323726,1089.182307,851.8140112,1022.301839,853.4826114,j
1037.999054,224.1906275,1047.351533,212.3650102,1027.792043,212.5605341,1070.791303,216.1296016,1017.182217,217.1511378,1104.844315,276.4522538,1013.537485,276.3104432,1157.784001,379.1616133,980.8662949,385.7517572,1134.664321,463.3177559,955.8850106,470.93909,1105.929337,478.5305145,1038.747599,474.1030919,1102.240769,640.6753588,1022.076918,641.8569572,1072.276316,757.5050354,1009.707364,761.571725,j
1050.585243,228.5178515,1064.239586,218.9041482,1043.009243,219.1680338,1084.386155,222.6025082,1029.983217,224.5856045,1109.751354,283.058122,1015.186649,282.4883523,1158.725163,360.710777,1001.819458,366.684055,1145.989166,399.2102888,981.0033443,435.2027038,1104.954727,458.0383693,1037.576586,463.2926876,1123.181193,600.2217571,1040.073243,599.5843399,1083.245441,728.410451,1015.003857,731.9361005,j
1061.463805,293.9593944,1064.647078,281.4671403,1048.280576,281.6930369,1081.263231,279.6540613,1036.562032,283.6154662,1113.17833,350.8651068,1012.896997,338.0160974,1136.410762,407.9671021,965.643234,420.562991,1106.473859,445.9154941,945.0264701,454.0772921,1098.354542,544.4069024,1054.415991,524.5909748,1106.672047,699.2372007,1021.061338,717.4498965,1077.052836,840.7392616,1028.375176,841.6177867,j
1050.789856,298.8228295,1055.998671,287.8040492,1038.298011,285.0458334,1068.734708,290.2879443,1009.193699,288.3205019,1096.527522,369.2211914,1015.030681,360.1460783,1126.693255,443.2533151,965.6085713,444.8808823,1112.887274,475.9402561,965.9353077,518.013194,1085.956561,560.769021,1039.814505,551.5486026,1076.698098,721.5144817,1020.43941,724.1157977,1073.237437,843.1276409,1020.909771,845.7812951,j
1020.425357,228.469097,1028.915434,215.6763586,1008.556567,212.2297401,1053.653293,225.2537044,987.6278259,223.5095714,1091.992359,290.0752472,976.2261921,282.6565394,1124.625998,404.7554277,963.5797529,426.8175394,1101.846999,515.4379546,958.5407309,524.293074,1069.170491,519.7050886,1008.785403,526.8667656,1074.409177,681.3469254,1022.844237,685.9535223,1057.831099,802.5616004,1023.00096,804.7793977,j
1019.14296,233.2999393,1028.214197,218.3467773,1010.030648,218.5848465,1054.60501,228.1837552,983.0364919,219.9934904,1081.68396,288.7812722,971.1727475,284.5822087,1107.65189,393.1676623,940.8977963,394.9166276,1113.65611,461.3368112,930.7026512,456.5137312,1061.729768,483.0551931,988.0313775,484.3309039,1064.919252,653.7499994,1007.655129,634.5089722,1061.851955,762.0666994,1007.011353,762.6937786,j
1036.591379,234.2854564,1039.495987,222.1126013,1022.737794,217.8434759,1060.059692,234.8982363,1000.413457,223.7448654,1081.770477,305.9813485,1003.61174,303.2054278,1101.492086,406.7191199,992.8328482,417.4398019,1094.512391,465.058323,976.9032424,498.6388293,1064.832817,507.939905,1016.515051,512.2974232,1073.31312,658.20316,1028.868111,661.1457989,1049.760773,761.9075953,1022.85501,764.8540553,j
1029.522204,221.9582797,1036.632214,213.0259817,1016.232103,208.8708484,1058.682717,220.4600424,1010.042742,213.1870077,1090.643713,282.6736611,996.8581476,274.333695,1129.255268,360.9832087,988.3697522,368.180992,1111.510307,426.0817903,1008.780683,457.4733428,1081.64478,456.6681027,1042.319951,466.5888639,1091.935885,618.0667423,1017.556265,612.7936005,1072.375156,737.1296876,1020.048452,740.6658639,j
1047.118688,311.2387394,1052.217224,299.1909018,1033.459132,298.0411106,1061.56692,304.3447967,1000.841408,302.4203586,1084.226105,382.5442089,970.0048837,378.5216596,1103.892239,466.4496681,932.841421,474.6395625,1107.955531,519.2866124,952.9186115,537.3699676,1056.498513,573.9664064,999.7010168,557.6980573,1048.357149,727.1852296,1004.867309,723.6314552,1043.883526,854.8716837,1003.801963,853.0047132,j
1041.950153,311.4330556,1047.966861,298.8743303,1028.886746,296.5372316,1057.881702,302.9006574,1005.272881,303.1574606,1074.269817,381.4964752,972.0476879,378.8556063,1104.702878,464.5685943,936.4706035,457.2867427,1093.821112,512.9508586,936.4494965,540.3554838,1057.98998,583.3502126,994.1994705,576.2092383,1059.594217,723.5635459,1002.670827,725.598097,1048.74633,868.9625294,1011.06912,859.5134251,j
1028.143441,228.1253645,1032.895769,218.7095862,1025.124915,220.8307348,1056.98041,231.0108182,1014.472659,227.6524003,1089.501184,296.6300638,988.5883031,306.2244202,1110.087182,409.5260083,972.7659779,416.3374762,1093.879133,471.8969703,953.7769106,502.2871025,1061.380219,522.7877377,1002.295945,529.377012,1076.513,686.5756178,1019.547313,688.3438609,1058.86952,819.8072215,1020.135851,822.5199611,j
1002.212152,218.1419307,1014.136464,206.8895974,995.8881838,204.5990566,1038.398972,213.6935437,983.0552103,211.7725785,1077.125672,276.8738879,971.47735,270.6637217,1112.410975,387.7400528,947.7810924,356.5942632,1110.285402,471.3033737,950.8243748,453.5097115,1056.210337,477.9231351,1006.188308,477.6933663,1060.881873,641.442706,1030.682744,639.9591474,1035.927978,760.2152012,1017.532347,764.3133055,j
1023.328872,280.5029261,1024.245421,267.1357531,1016.250976,271.6334023,1042.579669,275.237577,990.4290047,275.9652858,1068.683113,352.3822675,961.0272012,348.9576822,1104.265798,447.2484841,948.6576377,450.519706,1118.879568,531.9516846,956.2304047,532.0489719,1058.321303,546.4591861,1001.239295,540.5832978,1055.016132,721.1315205,1015.572513,704.4784807,1035.355132,841.6872314,1000.825755,836.3093703,j
1025.35789,288.837464,1024.563391,274.4016417,1009.887138,277.1084642,1041.054511,278.610141,985.2198875,280.4572139,1063.918906,366.16644,950.4020905,353.505591,1097.10741,445.4344201,924.3425967,449.4725743,1108.327385,517.9824402,944.8445429,529.6184102,1055.070623,560.8638262,987.5426213,552.2735792,1050.557467,732.1459415,996.0130981,718.04811,1030.258302,856.4277311,1009.635511,847.0344241,j
1029.972408,293.3283634,1033.82234,283.9051602,1012.121349,277.3988182,1048.051932,287.0538191,990.3414454,284.079985,1076.394975,370.0764721,966.1640532,369.2367625,1110.354708,448.8928496,929.9027493,459.3128831,1124.816196,486.9119607,951.9676778,514.8685767,1066.03485,567.4456288,993.8100009,558.8824451,1062.694412,724.5111274,1001.22941,726.6202281,1048.735219,859.6565431,1015.97967,846.2803501,j
1007.001799,228.9713652,1013.746385,219.3367723,999.3067665,217.6828561,1035.182991,225.7871968,985.2622707,218.9321484,1065.035486,298.8949417,972.1036491,287.8980965,1107.479446,386.7146283,954.5535869,381.4633986,1100.771228,439.8285945,951.0167869,446.3527475,1058.660274,489.3283651,1001.710325,476.1762662,1057.796932,669.2468805,1022.686004,669.0535519,1044.492113,792.7793581,1016.672332,793.7148258,j
987.2157175,216.6363264,996.4128095,209.7711395,978.4801332,203.6900769,1028.885382,216.950908,970.4790841,204.3755219,1057.235913,288.0526416,944.0266484,279.7354435,1098.837588,389.0399698,901.0124165,356.7694602,1089.594259,447.0365912,920.2398052,467.8505888,1048.55409,489.691206,964.9366802,486.9301751,1051.636543,667.8487269,987.8257152,648.1477887,1045.407604,785.3512627,998.2102105,795.5327158,j
998.512673,307.8177013,1006.003062,297.5523689,994.4727607,294.2441353,1028.222689,295.8305674,980.1252877,298.2080656,1046.643908,371.9770213,952.3917474,380.3301788,1090.048196,446.8361976,916.3813811,456.7783151,1076.263477,453.9738589,945.4478639,511.8332616,1027.087849,568.4747706,974.5096407,563.8501659,1052.762039,717.3705841,983.2880482,731.7752028,1030.194269,850.3083035,971.5281814,850.8217719,j
1013.947805,311.3003968,1010.072442,307.4800036,1005.351331,297.7403707,1022.040386,313.1423434,979.8669736,301.0497559,1049.23819,390.2954517,959.6618097,385.3659497,1084.633139,463.1987908,927.0880869,470.4742159,1063.38304,495.8648634,932.9053227,537.3183447,1021.48459,581.6746907,978.6758423,572.6822315,1052.110928,733.948109,987.7480379,745.5982657,1042.222898,876.0802184,977.9160846,872.8923842,j
992.3294507,206.9969599,999.2022468,204.1435622,984.6662748,197.5712283,1016.232445,196.2872439,964.8110659,193.4535087,1039.859551,281.1904925,939.433795,272.1269285,1084.178346,346.5746928,903.6998455,354.0024231,1077.593779,412.9490956,920.9185744,443.2141755,1024.181463,515.5698617,970.4040581,502.6096923,1043.121892,697.230525,978.691962,687.2426561,1041.52533,838.5130625,997.6728601,841.0710601,j
1014.33674,280.2295308,1013.4629,272.2004878,1007.487812,269.1555525,1028.54949,276.8582314,980.64351,270.4354829,1053.68812,351.5957511,937.9942494,347.3485343,1086.83101,448.1855815,911.743626,452.2870265,1096.551838,480.6648866,911.1990083,523.1565367,1033.111552,559.4751226,973.8202237,549.1445124,1064.161207,723.259712,987.2706064,730.9650537,1037.122349,868.9793491,981.0641646,862.8030217,j
990.6517807,215.9524132,996.9142513,212.3302095,983.8854814,204.2016697,1015.163184,206.1865775,963.4326709,199.6287691,1053.205179,283.279318,929.7061674,274.4129504,1079.685198,345.8198565,881.3164309,344.8079103,1066.722033,416.9840225,920.316909,479.1867232,1057.30422,501.4320391,954.3717282,499.8875873,1034.591276,681.845218,970.8796692,657.8698729,1039.344779,832.9478461,989.3872522,838.2655139,j
995.5009371,212.973045,1003.165825,205.8847919,985.1249042,199.2069319,1018.281552,208.5373471,971.3544146,199.966246,1045.292839,274.2944841,937.3444476,272.0271076,1094.688833,352.5860382,886.7448027,347.3028754,1078.751866,411.8125289,886.7725357,465.1432355,1020.350604,501.4911102,951.8562694,494.2050836,1034.874616,677.9167775,966.3852591,658.1476268,1041.193247,832.6590738,982.7053132,838.50955,j
1004.240454,221.1568086,1014.025821,217.3333099,999.5967714,211.042237,1017.138304,215.0187321,986.8272916,211.4221666,1048.018229,301.6306767,955.3956821,288.3308221,1093.073405,391.4927887,925.1611957,390.5844894,1070.825339,432.4553131,920.6985272,443.4254236,1039.63736,506.6294487,964.2495003,490.4602526,1048.681072,680.7165492,979.0660101,657.4072541,1048.988225,806.5345865,986.9298271,809.5095623,j
1012.261902,320.8745311,1022.257494,322.7327897,1007.847233,306.9537107,1032.478887,327.1641915,983.6985179,308.2767234,1053.07194,403.3901235,965.1702038,400.0035309,1080.79888,474.4562397,941.5784748,497.1844696,1062.831932,512.6895646,929.2657399,558.2382826,1025.754339,588.0566501,976.1195189,579.7106494,1058.3117,728.8118901,984.5845364,738.3839601,1043.569372,861.5147002,977.0791234,855.4382312,j
975.6668673,275.3076576,983.9761204,265.1262347,967.6937347,266.7326788,1000.285041,269.5721548,953.4959753,271.0607613,1033.880413,349.7599513,915.2320096,347.2235737,1083.95145,450.4531789,893.1948176,450.8074417,1089.32815,520.6892751,890.4395576,534.5079029,1018.55056,562.1604854,951.8234992,559.9483434,1034.797084,731.073378,966.5299934,726.80136,1019.050449,861.2020993,975.3594478,854.0678542,j
974.7760841,205.7866292,983.4253915,195.8840556,965.3167345,193.832309,997.1396313,207.9893559,955.8745789,196.0622326,1034.496766,272.0652605,921.3089809,265.6851731,1081.004875,379.6698948,867.5644906,361.1815148,1083.343731,442.8935467,891.7302659,462.7643998,1016.83131,482.7027258,932.1555397,486.7798362,1036.147355,668.8477613,959.6523864,655.7107709,1048.464087,833.9298756,973.3103444,838.7608533,j
994.2899688,211.3466802,1002.420543,202.0451753,983.1927389,198.6362751,1031.514744,215.1558118,967.6854584,202.8875655,1045.187148,281.8661695,931.7329971,273.8149579,1087.235202,383.5105605,891.3984247,388.6866707,1081.251899,418.8539862,898.9624938,462.0048541,1021.300284,495.1513719,945.5247227,495.991851,1045.120799,676.7739607,957.7791562,662.4600901,1039.87119,839.8487991,971.9767328,846.1909384,j
1013.319308,316.3406117,1021.174265,313.5283753,1004.073098,301.8794641,1033.622345,318.1756117,982.6149183,304.5343055,1056.894484,391.456588,951.1326893,386.3341965,1092.832056,480.5201692,925.5352973,481.3701419,1093.488591,513.898921,910.4014665,554.7268683,1037.590707,587.7726906,966.5109134,580.3285449,1064.716917,744.5307002,985.0490169,749.0396332,1047.17451,892.9108371,981.3446348,886.2161872,j
992.2639317,222.2026757,1004.509602,217.1149014,984.7228113,211.9480391,1022.663422,217.7720434,955.5234421,211.9454671,1043.538735,313.4754617,938.0091258,297.6595795,1072.604469,428.6661815,931.2901455,427.0837619,1045.838661,455.1609274,931.7068796,508.797909,1019.799909,530.536148,964.4132942,521.8299189,1022.118687,690.9792438,981.6915911,702.5702688,1029.220244,828.6904444,993.4884299,832.930052,j
1012.307308,294.2949354,1006.656349,278.6445659,1002.499823,278.9226618,1024.43174,281.942071,974.5684429,279.6506788,1047.240084,368.2304376,934.6336745,356.0815394,1084.154315,458.9024561,938.9039772,461.5123289,1085.340918,517.1838599,921.306106,543.4487728,1029.342159,570.7131887,960.1053404,565.4729667,1057.133525,722.7808235,974.2035055,741.4315653,1035.578029,872.4199792,982.3600063,862.2201051,j
992.3891594,232.8677855,1003.347299,231.088125,988.638365,223.7714442,1021.203046,230.4002113,962.7757716,221.6904648,1028.701532,324.4868066,945.2748675,301.8517431,1073.602312,427.8429273,908.693495,422.3110684,1045.342082,456.9828375,908.6350081,463.0639696,1013.289854,556.6939696,973.6301752,538.9036253,1033.566145,714.2081603,990.9176469,712.9334755,1004.155175,839.5860498,1000.128497,838.90841,j
985.2864306,295.0229333,989.9422755,284.2327587,982.7199528,280.4255284,1010.890902,285.714904,969.553697,283.1738311,1028.883472,368.9173254,951.5821469,377.9860904,1074.395521,453.4698273,902.3618147,470.8462299,1083.045564,512.0699094,903.4500455,550.5199141,1020.408144,581.0560115,961.0358377,588.8502342,1052.465542,746.5875232,982.399121,746.8528854,1018.667637,905.0353514,984.2817373,896.8894938,j
972.4186137,273.8345937,978.1084113,260.3343646,972.1131624,257.4674816,989.3093433,259.7258738,964.344244,260.2994285,1001.864622,328.6462343,916.5023091,328.1504175,1056.295747,420.0783927,888.2450635,441.3254532,1051.285593,462.1155688,912.4762082,522.382502,1006.121126,556.5466125,949.5778175,556.8658519,1047.578694,722.2368399,972.9185789,731.643032,1017.668839,876.3442091,962.8745332,874.0231478,j
969.1831471,232.0724309,977.5802909,230.1842146,961.6022152,223.2384648,1000.973254,237.3419854,940.2971248,229.0200307,1009.794093,316.5313406,921.0994498,307.5761161,1055.637682,420.5865444,883.3154439,425.099498,1049.249777,468.5432796,906.3697619,512.3224934,1009.602944,526.4226672,951.6146859,518.8345663,1025.285685,709.4555438,962.9505514,701.1659104,1023.692856,846.1110738,969.8415289,842.9698496,j
970.3233225,321.3683441,976.5658937,312.9577577,964.5221511,312.2630274,1006.2997,313.5559498,954.2618429,320.8358171,1019.271019,393.528576,936.9444245,388.5784603,1056.051518,474.229278,900.5728244,490.98024,1040.266861,500.7032687,906.0880538,548.9384529,1009.342165,594.3773583,944.5485381,593.4222816,1017.191949,749.2027983,949.7293809,745.7087149,1016.833308,875.8868034,930.1793026,880.4779023,j
997.2000455,209.1758971,999.8661715,200.2552071,990.8357447,199.284041,1006.649143,197.4959555,982.9881221,197.8062391,1058.968353,277.3611551,940.8673488,270.7019031,1094.946983,372.4984979,931.925094,383.3733775,1078.976194,407.7253708,937.5963744,444.1409438,1039.422702,475.191116,953.0473083,479.1572731,1047.508952,672.2876487,996.1524399,664.9550985,1057.452332,842.8558896,993.785417,834.3953304,j
1024.319601,291.5053909,1020.295562,272.5049612,1008.471217,272.7750346,1032.855073,281.3401135,982.7281533,277.8372169,1068.600093,382.6937854,964.1384036,384.5601431,1099.453275,462.9199361,948.8836536,515.0526743,1086.387027,447.9297041,944.3531835,583.2791221,1055.887854,617.8487257,993.1641195,628.6880778,1068.842193,790.6597093,1025.169933,787.3200641,1058.547691,939.5053184,1029.024075,940.9801866,j
1016.457718,212.8081183,1026.09017,200.6116572,993.5141431,200.8537376,1044.141231,205.2056897,978.2515773,202.7727345,1085.670614,276.0693478,947.2103635,265.040079,1126.748383,367.534416,905.6699285,380.097154,1111.998927,401.8899385,930.414155,439.2430952,1075.885116,504.6602206,969.4036467,501.9337588,1071.219207,699.4363831,990.3020457,709.5190501,1046.268813,857.4345261,1023.354335,859.8752971,j
1018.316894,328.0476112,1028.715247,312.6581755,1005.513981,313.4855379,1052.813528,316.9324823,978.9805936,317.8026821,1083.390468,398.5713344,965.3808855,393.7437249,1119.429045,490.5816971,936.1343609,490.5872758,1096.429355,551.8365075,939.1595109,560.3697531,1069.3398,596.1445006,994.0219437,598.6140697,1066.526982,766.7816207,1014.685171,761.2451783,1057.950008,913.2991372,1006.568167,905.6237674,j
1042.059118,265.0010675,1043.583739,246.3459831,1024.587814,244.6147209,1063.18612,254.2664097,1010.250268,254.5307192,1094.774283,334.9890683,991.511183,336.921173,1122.529512,427.2588716,949.5342088,431.6388364,1154.132522,547.5967039,939.3667852,537.4015085,1085.624963,569.928197,1014.263765,559.2798748,1092.74507,745.8421913,992.7714046,748.1240845,1085.872729,899.7380853,1023.101215,899.2754928,j
1029.695271,223.7767557,1043.234666,211.3422806,1012.431709,210.1926989,1068.840747,213.7190644,1004.084223,209.8936599,1104.608727,273.498515,978.8001153,271.3698498,1155.907469,370.1568604,931.2618781,376.9232985,1139.439419,421.444581,937.188824,449.4834431,1098.829914,492.0847543,1001.441669,485.8467892,1098.114606,675.7205859,1009.164331,677.4279144,1087.270121,820.6358985,1019.863252,825.0761847,j
1028.022691,265.4235745,1026.898438,243.8160498,1041.387146,239.5065236,1051.094223,251.9547708,998.4286653,253.9382626,1093.043716,323.545192,993.8506474,327.9384569,1125.627428,412.5858093,955.2929961,409.6317668,1112.739878,458.1359388,955.3600882,447.8437443,1085.063866,566.8156605,1024.35506,557.1083401,1096.837346,745.8194457,1019.44834,746.9382664,1076.334589,898.8393313,1029.28307,900.283134,j
1057.784369,343.9673386,1066.448783,334.3179618,1046.432596,331.9505257,1086.047279,334.0994429,1004.935585,331.5738948,1099.407936,399.453575,1001.707026,408.6933397,1137.227078,504.0532687,968.6519881,511.5633003,1148.079433,580.6369315,962.8940487,594.3140872,1087.320209,611.368388,1004.526676,615.367326,1090.174845,781.613844,1012.837969,782.2394471,1090.25328,925.7152857,1025.329477,926.0789638,j
1047.180562,224.5570843,1060.239368,218.9321199,1036.959617,214.2572841,1082.49041,218.3229771,1016.091963,215.5746211,1110.351612,274.7137332,1013.683392,283.9375323,1141.735751,350.3109171,974.659561,380.768866,1138.205203,401.5732862,962.5974508,444.4050948,1106.825058,508.530258,1033.494175,495.8428836,1105.327806,693.0802615,1017.512217,694.1405597,1099.88481,832.9145736,1024.829261,837.2350718,j
1038.106936,327.4621333,1046.567578,319.0674066,1027.918688,314.6550617,1068.068368,318.7420488,1009.443115,322.3086619,1096.884116,389.2821624,998.8867282,389.8956281,1132.075135,474.0675894,974.0845314,501.4736155,1128.300914,549.7465287,958.6423863,562.4281471,1084.610282,598.9510194,1019.604585,597.84767,1096.533147,770.9948797,1009.908979,772.2522808,1092.542529,916.4381492,1030.767154,916.0822744,j
1008.180973,223.3397535,1032.646033,212.6239085,998.5070373,212.9599961,1062.202467,216.2046214,984.1603035,212.7741832,1095.51529,278.7344835,956.5027443,279.642594,1129.954927,386.6706011,908.9664789,380.6273048,1147.710258,457.2386864,930.4780959,436.1996151,1078.893509,489.94677,980.69769,487.5095258,1091.713768,665.2835484,999.1313023,670.8832725,1079.42186,839.1315564,1016.853172,842.1893786,j
1031.703578,278.5418648,1028.595231,257.7789568,1011.28672,267.0890683,1052.166204,265.2440064,986.0431728,270.1133063,1091.596545,349.0734697,956.1824052,343.1922574,1118.616502,444.7108632,925.4491594,443.7132002,1110.150481,474.3605083,921.4793723,573.4842014,1076.639873,586.4011736,989.3574993,576.5569961,1089.40412,745.1527031,1003.623289,747.462135,1082.928213,895.7901767,1023.102754,897.0251963,j
1039.399429,340.4568826,1046.558766,330.0226887,1021.67559,331.3054921,1058.605697,332.9300081,1007.392636,321.9310372,1094.616777,400.7963081,977.599248,390.8831116,1139.975413,483.4579895,944.7500272,492.0269265,1129.730334,527.6402357,962.1526203,549.7541085,1077.545388,608.3345014,998.5035462,618.88278,1078.094701,780.2457759,1011.040543,781.4254213,1073.875238,928.4815462,1025.415811,938.1010027,j
1001.972258,337.1200562,1011.864816,320.9334739,990.8190051,322.7679556,1030.214556,335.1384275,966.0919982,328.841922,1067.971957,407.1511491,950.1313509,405.5705606,1105.495101,497.7083828,922.8758721,508.6983659,1086.562097,544.7261499,926.1768397,580.5503982,1057.682614,625.0067388,970.1030437,621.4263002,1062.665462,807.4056876,980.3150566,790.3429529,1050.042811,953.7711331,993.9661963,943.9785458,j
